Map,Player,Team,Agent,Overall VLR Rating,Overall ACS,Overall Kills,Overall Deaths,Overall Assists,Overall +/-,Overall KAST,Overall ADR,Overall HS%,Overall First Kills,Overall First Deaths,Overall First Blood +/-,Attack VLR Rating,Attack ACS,Attack Kills,Attack Deaths,Attack Assists,Attack +/-,Attack KAST,Attack ADR,Attack HS%,Attack First Kills,Attack First Deaths,Attack First Blood +/-,Defense VLR Rating,Defense ACS,Defense Kills,Defense Deaths,Defense Assists,Defense +/-,Defense KAST,Defense ADR,Defense HS%,Defense First Kills,Defense First Deaths,Defense First Blood +/-,Map Result,Rounds Won,Rounds Lost,Total Rounds,Attack Rounds Won,Attack Rounds Lost,Total Attack Rounds,Defense Rounds Won,Defense Rounds Lost,Total Defense Rounds,Attack Half Rounds Won,Attack Half Rounds Lost,Total Attack Half Rounds,Defense Half Rounds Won,Defense Half Rounds Lost,Total Defense Half Rounds,Overtime Attack Rounds Won,Overtime Attack Rounds Lost,Total Overtime Attack Rounds,Overtime Defense Rounds Won,Overtime Defense Rounds Lost,Total Overtime Defense Rounds,Overtime Rounds Won,Overtime Rounds Lost,Total Overtime Rounds
Lotus,bang,SEN,omen,0.67,147,9,20,20,-11,87%,86,29%,2,2,0,0.4,67,2,9,8,-7,92%,32,13%,0,1,-1,0.97,235,7,11,12,-4,82%,146,38%,2,1,1,Win,13,10,23,8,4,12,5,6,11,8,4,12,5,6,11,0,0,0,0,0,0,0,0,0
Lotus,v1c,C9,omen,1.16,203,17,16,15,1,83%,144,29%,0,0,0,1.39,230,10,7,10,3,91%,157,30%,0,0,0,0.96,179,7,9,5,-2,75%,131,29%,0,0,0,Loss,10,13,23,6,5,11,4,8,12,6,5,11,4,8,12,0,0,0,0,0,0,0,0,0
Lotus,OXY,C9,raze,1.01,240,18,18,4,0,78%,167,20%,5,5,0,1.24,303,12,9,1,3,82%,200,24%,3,2,1,0.8,182,6,9,3,-3,75%,138,16%,2,3,-1,Loss,10,13,23,6,5,11,4,8,12,6,5,11,4,8,12,0,0,0,0,0,0,0,0,0
Lotus,neT,C9,viper,0.98,166,16,15,8,1,74%,107,33%,1,3,-2,1.1,193,9,7,5,2,82%,116,35%,1,1,0,0.87,143,7,8,3,-1,67%,98,31%,0,2,-2,Loss,10,13,23,6,5,11,4,8,12,6,5,11,4,8,12,0,0,0,0,0,0,0,0,0
Lotus,Xeppaa,C9,vyse,0.86,166,12,16,12,-4,78%,110,12%,1,2,-1,0.79,168,6,8,6,-2,73%,108,6%,0,0,0,0.92,165,6,8,6,-2,83%,111,19%,1,2,-1,Loss,10,13,23,6,5,11,4,8,12,6,5,11,4,8,12,0,0,0,0,0,0,0,0,0
Lotus,mitch,C9,fade,0.49,122,8,19,8,-11,70%,83,4%,2,4,-2,0.54,145,4,9,7,-5,91%,99,0%,1,3,-2,0.44,102,4,10,1,-6,50%,69,11%,1,1,0,Loss,10,13,23,6,5,11,4,8,12,6,5,11,4,8,12,0,0,0,0,0,0,0,0,0
Corrode,s0m,NRG,omen,1.46,256,22,13,5,9,83%,158,49%,4,2,2,1.26,203,9,8,3,1,82%,131,62%,1,1,0,1.63,304,13,5,2,8,83%,182,42%,3,1,2,Win,13,10,23,5,6,11,8,4,12,5,6,11,8,4,12,0,0,0,0,0,0,0,0,0
Corrode,skuba,NRG,viper,1.25,258,19,15,12,4,83%,152,23%,3,1,2,1.05,211,7,8,7,-1,64%,121,18%,0,1,-1,1.43,302,12,7,5,5,100%,181,29%,3,0,3,Win,13,10,23,5,6,11,8,4,12,5,6,11,8,4,12,0,0,0,0,0,0,0,0,0
Corrode,Ethan,NRG,kayo,1.03,207,14,17,16,-3,74%,145,19%,1,2,-1,1.39,284,9,9,8,0,73%,188,16%,1,1,0,0.7,138,5,8,8,-3,75%,105,24%,0,1,-1,Win,13,10,23,5,6,11,8,4,12,5,6,11,8,4,12,0,0,0,0,0,0,0,0,0
Corrode,mada,NRG,waylay,0.91,203,17,16,1,1,65%,151,18%,3,5,-2,0.63,141,5,9,1,-4,55%,130,23%,1,4,-3,1.16,261,12,7,0,5,75%,170,13%,2,1,1,Win,13,10,23,5,6,11,8,4,12,5,6,11,8,4,12,0,0,0,0,0,0,0,0,0
Corrode,brawk,NRG,sova,0.72,137,10,15,2,-5,61%,93,11%,1,1,0,0.26,77,3,10,0,-7,36%,48,12%,0,1,-1,1.14,194,7,5,2,2,83%,134,10%,1,0,1,Win,13,10,23,5,6,11,8,4,12,5,6,11,8,4,12,0,0,0,0,0,0,0,0,0
Corrode,BABYBAY,G2,viper,1.23,196,16,12,5,4,74%,131,24%,3,1,2,1.21,188,7,7,4,0,67%,132,20%,0,1,-1,1.24,206,9,5,1,4,82%,130,29%,3,0,3,Loss,10,13,23,4,8,12,6,5,11,4,8,12,6,5,11,0,0,0,0,0,0,0,0,0
Corrode,valyn,G2,omen,1.06,262,22,20,6,2,70%,153,28%,4,4,0,1.02,230,10,11,2,-1,58%,125,27%,2,3,-1,1.1,298,12,9,4,3,82%,183,29%,2,1,1,Loss,10,13,23,4,8,12,6,5,11,4,8,12,6,5,11,0,0,0,0,0,0,0,0,0
Corrode,JonahP,G2,sage,0.95,142,12,15,12,-3,70%,88,21%,2,1,1,0.68,75,3,9,7,-6,58%,53,22%,0,1,-1,1.26,217,9,6,5,3,82%,127,21%,2,0,2,Loss,10,13,23,4,8,12,6,5,11,4,8,12,6,5,11,0,0,0,0,0,0,0,0,0
Corrode,jawgemo,G2,waylay,0.8,214,18,18,4,0,52%,132,27%,0,5,-5,0.67,187,8,11,3,-3,42%,103,19%,0,3,-3,0.94,243,10,7,1,3,64%,163,38%,0,2,-2,Loss,10,13,23,4,8,12,6,5,11,4,8,12,6,5,11,0,0,0,0,0,0,0,0,0
Corrode,trent,G2,fade,0.56,104,8,17,6,-9,65%,76,31%,2,1,1,0.46,105,4,11,5,-7,67%,69,33%,1,1,0,0.67,104,4,6,1,-2,64%,84,29%,1,0,1,Loss,10,13,23,4,8,12,6,5,11,4,8,12,6,5,11,0,0,0,0,0,0,0,0,0
Sunset,mada,NRG,neon,1.3,306,26,18,5,8,79%,192,33%,5,3,2,1.17,289,12,10,2,2,67%,182,42%,2,2,0,1.43,324,14,8,3,6,92%,202,24%,3,1,2,Loss,11,13,24,4,8,12,7,5,12,4,8,12,7,5,12,0,0,0,0,0,0,0,0,0
Sunset,s0m,NRG,omen,1.28,259,22,18,8,4,71%,166,32%,4,5,-1,1.13,254,10,10,4,0,67%,172,39%,1,3,-2,1.44,266,12,8,4,4,75%,159,26%,3,2,1,Loss,11,13,24,4,8,12,7,5,12,4,8,12,7,5,12,0,0,0,0,0,0,0,0,0
Sunset,Ethan,NRG,breach,1.14,198,15,15,10,0,71%,134,35%,1,1,0,0.6,111,4,10,2,-6,50%,80,44%,0,0,0,1.68,285,11,5,8,6,92%,188,31%,1,1,0,Loss,11,13,24,4,8,12,7,5,12,4,8,12,7,5,12,0,0,0,0,0,0,0,0,0
Sunset,brawk,NRG,sova,0.76,116,10,17,8,-7,67%,83,17%,0,1,-1,0.74,115,5,9,1,-4,50%,94,16%,0,0,0,0.78,118,5,8,7,-3,83%,71,18%,0,1,-1,Loss,11,13,24,4,8,12,7,5,12,4,8,12,7,5,12,0,0,0,0,0,0,0,0,0
Sunset,skuba,NRG,cypher,0.58,126,10,17,8,-7,71%,88,21%,0,4,-4,0.23,68,2,10,3,-8,50%,62,21%,0,4,-4,0.93,184,8,7,5,1,92%,114,21%,0,0,0,Loss,11,13,24,4,8,12,7,5,12,4,8,12,7,5,12,0,0,0,0,0,0,0,0,0
Sunset,JonahP,G2,sage,1.35,214,19,13,8,6,75%,132,43%,3,1,2,1.44,214,10,7,1,3,75%,152,45%,0,0,0,1.26,216,9,6,7,3,75%,112,41%,3,1,2,Win,13,11,24,5,7,12,8,4,12,5,7,12,8,4,12,0,0,0,0,0,0,0,0,0
Sunset,BABYBAY,G2,chamber,1.23,262,23,18,5,5,83%,161,23%,5,3,2,0.89,241,11,11,1,0,92%,162,36%,2,2,0,1.57,284,12,7,4,5,75%,160,14%,3,1,2,Win,13,11,24,5,7,12,8,4,12,5,7,12,8,4,12,0,0,0,0,0,0,0,0,0
Sunset,valyn,G2,omen,1.12,200,17,15,12,2,71%,135,32%,2,0,2,0.83,151,6,9,4,-3,58%,93,25%,1,0,1,1.42,251,11,6,8,5,83%,178,35%,1,0,1,Win,13,11,24,5,7,12,8,4,12,5,7,12,8,4,12,0,0,0,0,0,0,0,0,0
Sunset,jawgemo,G2,neon,0.73,174,16,19,4,-3,71%,112,21%,3,3,0,0.4,116,5,11,1,-6,50%,71,33%,2,3,-1,1.05,233,11,8,3,3,92%,153,18%,1,0,1,Win,13,11,24,5,7,12,8,4,12,5,7,12,8,4,12,0,0,0,0,0,0,0,0,0
Sunset,trent,G2,fade,0.54,115,10,18,2,-8,58%,78,18%,1,3,-2,0.12,84,4,12,0,-8,58%,55,29%,0,2,-2,0.95,147,6,6,2,0,58%,100,14%,1,1,0,Win,13,11,24,5,7,12,8,4,12,5,7,12,8,4,12,0,0,0,0,0,0,0,0,0
Bind,s0m,NRG,brimstone,1.38,259,19,13,5,6,65%,163,37%,4,3,1,1.15,220,9,10,4,-1,58%,150,45%,2,1,1,1.72,318,10,3,1,7,75%,182,30%,2,2,0,Loss,7,13,20,2,10,12,5,3,8,2,10,12,5,3,8,0,0,0,0,0,0,0,0,0
Bind,mada,NRG,raze,0.79,203,12,18,2,-6,60%,142,19%,2,1,1,0.59,167,6,12,0,-6,58%,110,15%,0,1,-1,1.07,257,6,6,2,0,63%,189,23%,2,0,2,Loss,7,13,20,2,10,12,5,3,8,2,10,12,5,3,8,0,0,0,0,0,0,0,0,0
Bind,skuba,NRG,viper,0.73,158,12,16,3,-4,65%,102,13%,2,3,-1,0.75,199,9,12,2,-3,58%,129,13%,1,2,-1,0.71,97,3,4,1,-1,75%,62,14%,1,1,0,Loss,7,13,20,2,10,12,5,3,8,2,10,12,5,3,8,0,0,0,0,0,0,0,0,0
Bind,Ethan,NRG,kayo,0.6,119,8,16,10,-8,70%,68,14%,0,3,-3,0.31,63,2,11,7,-9,75%,37,27%,0,3,-3,1.04,205,6,5,3,1,63%,115,8%,0,0,0,Loss,7,13,20,2,10,12,5,3,8,2,10,12,5,3,8,0,0,0,0,0,0,0,0,0
Bind,brawk,NRG,fade,0.52,98,7,16,4,-9,35%,73,21%,0,2,-2,0.35,75,3,11,3,-8,25%,57,10%,0,2,-2,0.78,134,4,5,1,-1,50%,96,33%,0,0,0,Loss,7,13,20,2,10,12,5,3,8,2,10,12,5,3,8,0,0,0,0,0,0,0,0,0
Bind,JonahP,G2,fade,1.38,253,19,12,6,7,75%,168,29%,0,3,-3,0.6,162,4,7,3,-3,38%,114,13%,0,2,-2,1.9,315,15,5,3,10,100%,204,37%,0,1,-1,Win,13,7,20,3,5,8,10,2,12,3,5,8,10,2,12,0,0,0,0,0,0,0,0,0
Bind,valyn,G2,brimstone,1.28,259,20,13,6,7,85%,171,31%,4,1,3,0.73,78,3,5,3,-2,75%,43,17%,0,0,0,1.64,380,17,8,3,9,92%,257,33%,4,1,3,Win,13,7,20,3,5,8,10,2,12,3,5,8,10,2,12,0,0,0,0,0,0,0,0,0
Bind,trent,G2,tejo,1.19,195,14,11,8,3,85%,126,13%,4,0,4,1.23,200,5,5,2,0,63%,128,12%,1,0,1,1.16,193,9,6,6,3,100%,125,14%,3,0,3,Win,13,7,20,3,5,8,10,2,12,3,5,8,10,2,12,0,0,0,0,0,0,0,0,0
Bind,BABYBAY,G2,deadlock,1.02,165,12,10,2,2,85%,100,22%,1,1,0,1.11,209,6,5,0,1,88%,119,50%,1,0,1,0.95,136,6,5,2,1,83%,88,8%,0,1,-1,Win,13,7,20,3,5,8,10,2,12,3,5,8,10,2,12,0,0,0,0,0,0,0,0,0
Bind,jawgemo,G2,yoru,1.01,196,14,12,3,2,75%,138,21%,3,3,0,0.78,207,5,7,1,-2,50%,143,23%,1,3,-2,1.16,189,9,5,2,4,92%,135,19%,2,0,2,Win,13,7,20,3,5,8,10,2,12,3,5,8,10,2,12,0,0,0,0,0,0,0,0,0
Lotus,C0M,LEV,fade,1.34,224,20,14,6,6,69%,150,24%,2,0,2,0.8,97,5,7,1,-2,54%,60,31%,1,0,1,1.88,351,15,7,5,8,85%,240,21%,1,0,1,Win,14,12,26,7,6,13,7,6,13,6,6,12,6,6,12,1,0,1,1,0,1,2,0,2
Lotus,Okeanos,LEV,omen,1.27,197,19,15,12,4,81%,129,40%,3,3,0,1.39,249,12,9,5,3,77%,162,34%,3,2,1,1.14,147,7,6,7,1,85%,95,54%,0,1,-1,Win,14,12,26,7,6,13,7,6,13,6,6,12,6,6,12,1,0,1,1,0,1,2,0,2
Lotus,kiNgg,LEV,viper,1.22,193,16,13,5,3,69%,126,25%,0,0,0,1.5,237,10,7,4,3,54%,150,24%,0,0,0,0.94,150,6,6,1,0,85%,101,28%,0,0,0,Win,14,12,26,7,6,13,7,6,13,6,6,12,6,6,12,1,0,1,1,0,1,2,0,2
Lotus,Sato,LEV,raze,1.14,271,24,21,4,3,73%,182,37%,6,5,1,1.03,253,11,11,3,0,69%,168,30%,3,2,1,1.25,290,13,10,1,3,77%,196,44%,3,3,0,Win,14,12,26,7,6,13,7,6,13,6,6,12,6,6,12,1,0,1,1,0,1,2,0,2
Lotus,tex,LEV,vyse,0.5,110,10,19,1,-9,62%,73,24%,2,5,-3,0.51,94,4,9,1,-5,62%,71,18%,0,2,-2,0.48,127,6,10,0,-4,62%,74,31%,2,3,-1,Win,14,12,26,7,6,13,7,6,13,6,6,12,6,6,12,1,0,1,1,0,1,2,0,2
Lotus,Mazino,KRÜ,fade,1.21,264,22,16,8,6,81%,174,36%,3,2,1,1.46,319,13,8,4,5,85%,195,43%,1,1,0,0.96,210,9,8,4,1,77%,152,29%,2,1,1,Loss,12,14,26,6,7,13,6,7,13,6,6,12,6,6,12,0,1,1,0,1,1,0,2,2
Lotus,Dantedeu5,KRÜ,yoru,0.98,225,20,18,3,2,65%,139,38%,6,3,3,0.68,167,7,10,1,-3,62%,93,38%,4,1,3,1.28,284,13,8,2,5,69%,185,38%,2,2,0,Loss,12,14,26,6,7,13,6,7,13,6,6,12,6,6,12,0,1,1,0,1,1,0,2,2
Lotus,Shyy,KRÜ,viper,0.9,166,15,16,5,-1,65%,107,39%,1,2,-1,0.98,168,8,7,2,1,69%,111,47%,0,1,-1,0.81,165,7,9,3,-2,62%,104,32%,1,1,0,Loss,12,14,26,6,7,13,6,7,13,6,6,12,6,6,12,0,1,1,0,1,1,0,2,2
Lotus,keznit,KRÜ,raze,0.81,204,17,20,4,-3,65%,135,19%,2,3,-1,0.6,181,7,12,3,-5,46%,127,16%,1,1,0,1.02,227,10,8,1,2,85%,144,21%,1,2,-1,Loss,12,14,26,6,7,13,6,7,13,6,6,12,6,6,12,0,1,1,0,1,1,0,2,2
Lotus,Melser,KRÜ,omen,0.49,77,8,19,7,-11,65%,49,22%,1,3,-2,0.43,88,4,10,4,-6,69%,63,23%,1,2,-1,0.54,68,4,9,3,-5,62%,36,20%,0,1,-1,Loss,12,14,26,6,7,13,6,7,13,6,6,12,6,6,12,0,1,1,0,1,1,0,2,2
Sunset,Okeanos,LEV,kayo,1.23,242,15,16,11,-1,84%,175,40%,2,1,1,0.66,138,3,6,3,-3,71%,112,50%,0,0,0,1.57,304,12,10,8,2,92%,212,36%,2,1,1,Loss,6,13,19,2,5,7,4,8,12,2,5,7,4,8,12,0,0,0,0,0,0,0,0,0
Sunset,kiNgg,LEV,omen,1.05,230,16,14,8,2,79%,133,30%,0,2,-2,1.24,247,7,5,3,2,57%,119,16%,0,1,-1,0.94,221,9,9,5,0,92%,141,42%,0,1,-1,Loss,6,13,19,2,5,7,4,8,12,2,5,7,4,8,12,0,0,0,0,0,0,0,0,0
Sunset,tex,LEV,vyse,0.91,171,12,14,5,-2,74%,110,28%,3,2,1,0.45,60,2,5,2,-3,71%,48,29%,0,0,0,1.18,236,10,9,3,1,75%,147,28%,3,2,1,Loss,6,13,19,2,5,7,4,8,12,2,5,7,4,8,12,0,0,0,0,0,0,0,0,0
Sunset,C0M,LEV,sova,0.75,157,9,14,4,-5,63%,95,18%,0,2,-2,0.6,116,2,5,3,-3,71%,68,20%,0,1,-1,0.84,181,7,9,1,-2,58%,111,17%,0,1,-1,Loss,6,13,19,2,5,7,4,8,12,2,5,7,4,8,12,0,0,0,0,0,0,0,0,0
Sunset,Sato,LEV,neon,0.7,175,11,16,5,-5,74%,115,21%,4,3,1,1.16,266,6,5,2,1,71%,165,17%,3,2,1,0.43,123,5,11,3,-6,75%,85,31%,1,1,0,Loss,6,13,19,2,5,7,4,8,12,2,5,7,4,8,12,0,0,0,0,0,0,0,0,0
Sunset,keznit,KRÜ,yoru,1.36,298,21,12,2,9,68%,181,17%,5,2,3,1.08,276,12,9,2,3,67%,157,11%,2,1,1,1.82,339,9,3,0,6,71%,221,36%,3,1,2,Win,13,6,19,8,4,12,5,2,7,8,4,12,5,2,7,0,0,0,0,0,0,0,0,0
Sunset,Shyy,KRÜ,cypher,1.14,209,14,13,5,1,68%,152,29%,1,1,0,0.77,154,6,9,4,-3,75%,121,21%,1,1,0,1.79,304,8,4,1,4,57%,206,41%,0,0,0,Win,13,6,19,8,4,12,5,2,7,8,4,12,5,2,7,0,0,0,0,0,0,0,0,0
Sunset,Mazino,KRÜ,sova,1.11,221,16,12,4,4,84%,139,20%,2,2,0,1.4,269,13,7,3,6,100%,156,19%,2,1,1,0.62,139,3,5,1,-2,57%,111,25%,0,1,-1,Win,13,6,19,8,4,12,5,2,7,8,4,12,5,2,7,0,0,0,0,0,0,0,0,0
Sunset,Melser,KRÜ,omen,0.98,159,12,12,8,0,74%,108,20%,0,1,-1,1.28,220,11,8,7,3,83%,138,23%,0,0,0,0.48,56,1,4,1,-3,57%,55,11%,0,1,-1,Win,13,6,19,8,4,12,5,2,7,8,4,12,5,2,7,0,0,0,0,0,0,0,0,0
Sunset,Dantedeu5,KRÜ,neon,0.87,184,11,14,7,-3,63%,132,19%,2,3,-1,0.69,181,6,10,6,-4,58%,118,12%,1,3,-2,1.18,191,5,4,1,1,71%,157,35%,1,0,1,Win,13,6,19,8,4,12,5,2,7,8,4,12,5,2,7,0,0,0,0,0,0,0,0,0
Haven,kiNgg,LEV,omen,1.43,209,19,9,4,10,76%,127,22%,4,1,3,1.8,304,11,5,3,6,78%,171,14%,3,0,3,1.16,140,8,4,1,4,75%,94,40%,1,1,0,Win,13,8,21,4,5,9,9,3,12,4,5,9,9,3,12,0,0,0,0,0,0,0,0,0
Haven,Sato,LEV,yoru,1.28,242,18,13,6,5,86%,177,36%,2,4,-2,0.63,142,4,7,3,-3,78%,107,46%,0,3,-3,1.77,318,14,6,3,8,92%,229,33%,2,1,1,Win,13,8,21,4,5,9,9,3,12,4,5,9,9,3,12,0,0,0,0,0,0,0,0,0
Haven,C0M,LEV,sova,1.21,206,16,11,8,5,81%,131,29%,1,2,-1,1.03,209,6,5,4,1,78%,134,26%,0,1,-1,1.34,205,10,6,4,4,83%,129,31%,1,1,0,Win,13,8,21,4,5,9,9,3,12,4,5,9,9,3,12,0,0,0,0,0,0,0,0,0
Haven,tex,LEV,cypher,1.04,209,14,15,6,-1,71%,135,29%,5,1,4,0.82,145,4,6,2,-2,67%,93,45%,1,0,1,1.2,259,10,9,4,1,75%,166,24%,4,1,3,Win,13,8,21,4,5,9,9,3,12,4,5,9,9,3,12,0,0,0,0,0,0,0,0,0
Haven,Okeanos,LEV,neon,0.74,166,11,17,5,-6,86%,111,18%,0,1,-1,0.8,196,6,8,1,-2,78%,126,17%,0,1,-1,0.69,144,5,9,4,-4,92%,99,20%,0,0,0,Win,13,8,21,4,5,9,9,3,12,4,5,9,9,3,12,0,0,0,0,0,0,0,0,0
Haven,Melser,KRÜ,omen,1.13,194,17,13,6,4,81%,114,31%,0,2,-2,0.83,168,8,9,3,-1,83%,89,38%,0,1,-1,1.52,231,9,4,3,5,78%,148,26%,0,1,-1,Loss,8,13,21,3,9,12,5,4,9,3,9,12,5,4,9,0,0,0,0,0,0,0,0,0
Haven,Shyy,KRÜ,cypher,0.91,235,14,18,10,-4,76%,164,23%,4,1,3,1.35,305,11,9,3,2,83%,202,27%,3,0,3,0.31,144,3,9,7,-6,67%,114,13%,1,1,0,Loss,8,13,21,3,9,12,5,4,9,3,9,12,5,4,9,0,0,0,0,0,0,0,0,0
Haven,Mazino,KRÜ,sova,0.88,187,13,16,5,-3,67%,135,19%,2,1,1,0.95,181,8,9,1,-1,67%,125,19%,1,1,0,0.78,197,5,7,4,-2,67%,148,19%,1,0,1,Loss,8,13,21,3,9,12,5,4,9,3,9,12,5,4,9,0,0,0,0,0,0,0,0,0
Haven,Dantedeu5,KRÜ,yoru,0.77,147,11,15,6,-4,62%,90,32%,2,3,-1,0.33,106,4,10,2,-6,58%,73,31%,0,2,-2,1.36,202,7,5,4,2,67%,114,33%,2,1,1,Loss,8,13,21,3,9,12,5,4,9,3,9,12,5,4,9,0,0,0,0,0,0,0,0,0
Haven,keznit,KRÜ,iso,0.69,145,10,16,4,-6,57%,104,26%,1,5,-4,0.33,102,3,10,3,-7,50%,81,4%,0,4,-4,1.18,204,7,6,1,1,67%,136,73%,1,1,0,Loss,8,13,21,3,9,12,5,4,9,3,9,12,5,4,9,0,0,0,0,0,0,0,0,0
Bind,Asuna,100T,raze,1.92,304,20,5,4,15,94%,201,11%,3,0,3,2.22,382,8,2,2,6,100%,233,12%,0,0,0,1.79,272,12,3,2,9,92%,188,10%,3,0,3,Win,13,4,17,4,1,5,9,3,12,4,1,5,9,3,12,0,0,0,0,0,0,0,0,0
Bind,Cryocells,100T,yoru,1.3,218,15,8,4,7,88%,128,16%,3,2,1,1.44,266,5,3,2,2,100%,158,18%,3,1,2,1.24,198,10,5,2,5,83%,115,14%,0,1,-1,Win,13,4,17,4,1,5,9,3,12,4,1,5,9,3,12,0,0,0,0,0,0,0,0,0
Bind,Kess,100T,brimstone,1.17,260,15,12,8,3,65%,151,24%,2,1,1,0.23,72,1,4,3,-3,40%,36,67%,0,0,0,1.56,340,14,8,5,6,75%,199,22%,2,1,1,Win,13,4,17,4,1,5,9,3,12,4,1,5,9,3,12,0,0,0,0,0,0,0,0,0
Bind,eeiu,100T,fade,1.11,149,10,7,11,3,71%,90,26%,2,2,0,1.29,158,4,2,2,2,60%,100,20%,0,0,0,1.04,146,6,5,9,1,75%,86,31%,2,2,0,Win,13,4,17,4,1,5,9,3,12,4,1,5,9,3,12,0,0,0,0,0,0,0,0,0
Bind,zander,100T,viper,0.95,176,10,10,4,0,76%,126,36%,2,0,2,1.23,239,4,3,1,1,100%,162,33%,1,0,1,0.82,151,6,7,3,-1,67%,111,39%,1,0,1,Win,13,4,17,4,1,5,9,3,12,4,1,5,9,3,12,0,0,0,0,0,0,0,0,0
Bind,icy,EG,raze,0.94,196,10,15,4,-5,47%,136,26%,2,3,-1,0.82,181,6,11,3,-5,50%,128,29%,1,3,-2,1.23,232,4,4,1,0,40%,157,20%,1,0,1,Loss,4,13,17,3,9,12,1,4,5,3,9,12,1,4,5,0,0,0,0,0,0,0,0,0
Bind,yay,EG,brimstone,0.93,188,11,13,7,-2,71%,120,30%,1,1,0,0.68,134,5,9,5,-4,58%,91,24%,1,1,0,1.52,318,6,4,2,2,100%,190,38%,0,0,0,Loss,4,13,17,3,9,12,1,4,5,3,9,12,1,4,5,0,0,0,0,0,0,0,0,0
Bind,NaturE,EG,fade,0.86,174,11,13,4,-2,71%,105,15%,1,3,-2,1.13,220,10,9,4,1,75%,135,18%,1,1,0,0.2,65,1,4,0,-3,60%,35,0%,0,2,-2,Loss,4,13,17,3,9,12,1,4,5,3,9,12,1,4,5,0,0,0,0,0,0,0,0,0
Bind,Derrek,EG,gekko,0.48,106,6,15,4,-9,53%,78,31%,0,2,-2,0.5,91,4,10,1,-6,42%,65,36%,0,1,-1,0.43,144,2,5,3,-3,80%,110,25%,0,1,-1,Loss,4,13,17,3,9,12,1,4,5,3,9,12,1,4,5,0,0,0,0,0,0,0,0,0
Bind,supamen,EG,viper,0.37,82,4,14,2,-10,59%,63,22%,1,3,-2,0.48,96,3,9,2,-6,67%,79,29%,1,2,-1,0.11,49,1,5,0,-4,40%,26,0%,0,1,-1,Loss,4,13,17,3,9,12,1,4,5,3,9,12,1,4,5,0,0,0,0,0,0,0,0,0
Corrode,eeiu,100T,sova,1.38,266,26,16,6,10,81%,161,26%,2,2,0,1.56,295,14,7,4,7,92%,179,25%,1,1,0,1.2,239,12,9,2,3,69%,142,29%,1,1,0,Win,14,12,26,5,8,13,9,4,13,4,8,12,8,4,12,1,0,1,1,0,1,2,0,2
Corrode,Cryocells,100T,chamber,1.36,263,24,17,5,7,81%,167,38%,8,1,7,1.58,252,12,5,4,7,100%,181,26%,2,1,1,1.14,274,12,12,1,0,62%,153,61%,6,0,6,Win,14,12,26,5,8,13,9,4,13,4,8,12,8,4,12,1,0,1,1,0,1,2,0,2
Corrode,zander,100T,omen,1.35,243,23,16,16,7,88%,156,33%,5,1,4,1.67,334,16,7,5,9,92%,198,30%,5,1,4,1.02,153,7,9,11,-2,85%,115,40%,0,0,0,Win,14,12,26,5,8,13,9,4,13,4,8,12,8,4,12,1,0,1,1,0,1,2,0,2
Corrode,Kess,100T,fade,0.93,177,14,18,12,-4,77%,119,15%,1,1,0,0.93,143,6,7,6,-1,85%,94,15%,1,0,1,0.93,212,8,11,6,-3,69%,143,16%,0,1,-1,Win,14,12,26,5,8,13,9,4,13,4,8,12,8,4,12,1,0,1,1,0,1,2,0,2
Corrode,Asuna,100T,yoru,0.68,140,11,19,9,-8,69%,97,22%,2,3,-1,0.63,120,5,8,6,-3,77%,73,17%,0,1,-1,0.73,162,6,11,3,-5,62%,122,28%,2,2,0,Win,14,12,26,5,8,13,9,4,13,4,8,12,8,4,12,1,0,1,1,0,1,2,0,2
Corrode,icy,EG,neon,1.01,237,22,19,4,3,73%,160,26%,3,4,-1,1.17,284,14,9,3,5,77%,189,34%,1,2,-1,0.85,192,8,10,1,-2,69%,131,16%,2,2,0,Loss,12,14,26,4,9,13,8,5,13,4,8,12,8,4,12,0,1,1,0,1,1,0,2,2
Corrode,yay,EG,chamber,0.99,194,20,20,1,0,54%,121,43%,2,7,-5,1.15,219,12,9,1,3,62%,144,47%,1,5,-4,0.82,169,8,11,0,-3,46%,99,38%,1,2,-1,Loss,12,14,26,4,9,13,8,5,13,4,8,12,8,4,12,0,1,1,0,1,1,0,2,2
Corrode,Derrek,EG,omen,0.91,200,18,21,8,-3,69%,129,39%,3,2,1,0.79,188,10,10,3,0,69%,118,29%,2,1,1,1.03,213,8,11,5,-3,69%,141,50%,1,1,0,Loss,12,14,26,4,9,13,8,5,13,4,8,12,8,4,12,0,1,1,0,1,1,0,2,2
Corrode,supamen,EG,viper,0.85,197,15,20,7,-5,54%,130,35%,0,1,-1,1.19,263,10,9,5,1,77%,155,40%,0,0,0,0.5,131,5,11,2,-6,31%,104,28%,0,1,-1,Loss,12,14,26,4,9,13,8,5,13,4,8,12,8,4,12,0,1,1,0,1,1,0,2,2
Corrode,NaturE,EG,sova,0.6,125,11,18,8,-7,73%,86,19%,0,4,-4,0.7,131,6,8,5,-2,85%,87,17%,0,1,-1,0.5,120,5,10,3,-5,62%,85,23%,0,3,-3,Loss,12,14,26,4,9,13,8,5,13,4,8,12,8,4,12,0,1,1,0,1,1,0,2,2
